Harbor;Latitude;Longitude;Latitude2;Longitude2
lattakia;N 35 32;E 035 46;35.5333333333;35.7666666667
tartus;N 34 54;E 035 52;34.9;35.8666666667
anping;N 22 59;E 120 10;22.9833333333;120.166666667
kaohsiung;N 22 34;E 120 18;22.5666666667;120.3
keelung;N 25 09;E 121 45;25.15;121.75
mailiao;N 23 47;E 120 12;23.7833333333;120.2
taichung;N 24 15;E 120 30;24.25;120.5
teipei;N 25 09;E 121 23;25.15;121.383333333
yungan;N 22 50;E 120 12;22.8333333333;120.2
daressalaam;S 06 50;E 039 18;-6.83333333333;39.3
mtwara;S 10 16;E 040 12;-10.2666666667;40.2
zanzibar;S 06 09;E 039 12;-6.15;39.2
bangkok;N 13 23;E 100 45;13.3833333333;100.75
kosichang;N 13 09;E 100 49;13.15;100.816666667
laemchabang%20;N 13 07;E 100 54;13.1166666667;100.9
maptaphut;N 12 39;E 101 09;12.65;101.15
phuket;N 07 57;E 098 24;7.95;98.4
rayong;N 12 39;E 101 18;12.65;101.3
sattahip;N 12 38;E 100 55;12.6333333333;100.916666667
songkhla;N 07 13;E 100 35;7.21666666667;100.583333333
lome;N 06 08;E 001 17;6.13333333333;1.28333333333
guayaguayare;N 10 08;W 061 00;10.1333333333;-61.0
La%20Brea;N 10 15;W 061 38;10.25;-61.6333333333
laretraite;N 10 41;W 061 38;10.6833333333;-61.6333333333
pointfortin;N 10 12;W 061 42;10.2;-61.7
pointlisas;N 10 24;W 061 29;10.4;-61.4833333333
portofspain;N 10 39;W 061 31;10.65;-61.5166666667
scarborough;N 11 11;W 060 44;11.1833333333;-60.7333333333
bizerte;N 37 15;E 009 52;37.25;9.86666666667
didonterm;N 33 50;E 011 56;33.8333333333;11.9333333333
gabes;N 33 55;E 010 06;33.9166666667;10.1
menzelbourguiba;N 37 09;E 009 49;37.15;9.81666666667
monastir;N 35 45;E 010 50;35.75;10.8333333333
sfax;N 34 43;E 010 46;34.7166666667;10.7666666667
sousse;N 35 49;E 010 39;35.8166666667;10.65
tunis;N 36 48;E 010 17;36.8;10.2833333333
zarzis;N 33 29;E 011 07;33.4833333333;11.1166666667
aliagat;N 38 49;E 026 57;38.8166666667;26.95
altinova;N 40 43;E 029 29;40.7166666667;29.4833333333
bandirma;N 40 22;E 027 56;40.3666666667;27.9333333333
bartin;N 41 41;E 032 14;41.6833333333;32.2333333333
canakkale;N 40 09;E 026 24;40.15;26.4
Ceyhan;N 36 52;E 035 56;36.8666666667;35.9333333333
dikili;N 39 04;E 026 53;39.0666666667;26.8833333333
doertyol;N 36 49;E 036 11;36.8166666667;36.1833333333
eregli;N 41 16;E 031 25;41.2666666667;31.4166666667
gebze;N 40 47;E 029 34;40.7833333333;29.5666666667
gemlik;N 40 25;E 029 06;40.4166666667;29.1
hopa;N 41 25;E 041 26;41.4166666667;41.4333333333
icdas;N 40 26;E 027 05;40.4333333333;27.0833333333
iskenderun;N 36 40;E 036 12;36.6666666667;36.2
ISTANBUL;N 40 56;E 028 58;40.9333333333;28.9666666667
izmir;N 38 27;E 027 08;38.45;27.1333333333
izmit;N 40 46;E 029 43;40.7666666667;29.7166666667
kyme;N 38 46;E 026 56;38.7666666667;26.9333333333
marmara%20ereglisi;N 40 59;E 027 57;40.9833333333;27.95
mersin;N 36 48;E 034 39;36.8;34.65
mudanya;N 40 22;E 028 54;40.3666666667;28.9
samsun;N 41 18;E 036 21;41.3;36.35
saraylar;N 40 39;E 027 40;40.65;27.6666666667
tekirdag;N 40 58;E 027 31;40.9666666667;27.5166666667
trabzon;N 41 00;E 039 44;41.0;39.7333333333
tuzla;N 40 51;E 029 15;40.85;29.25
zonguldak;N 41 27;E 031 47;41.45;31.7833333333
providenciales;N 21 44;W 072 16;21.7333333333;-72.2666666667
berdiansk;N 46 43;E 036 47;46.7166666667;36.7833333333
dneprobugskiy;N 46 46;E 031 56;46.7666666667;31.9333333333
illichevsk;N 46 20;E 030 39;46.3333333333;30.65
ismajil;N 45 19;E 028 51;45.3166666667;28.85
kerch;N 45 19;E 036 27;45.3166666667;36.45
kherson;N 46 36;E 032 34;46.6;32.5666666667
mariupol;N 47 03;E 037 30;47.05;37.5
mykolayiv;N 46 56;E 031 59;46.9333333333;31.9833333333
nikolayev;N 46 51;E 031 59;46.85;31.9833333333
ochakiv;N 46 37;E 031 34;46.6166666667;31.5666666667
odessa;N 46 30;E 030 45;46.5;30.75
sevastopol;N 44 36;E 033 31;44.6;33.5166666667
yuzhny;N 46 38;E 031 01;46.6333333333;31.0166666667
abu%20dhabi;N 24 27;E 054 24;24.45;54.4
ajman;N 25 25;E 055 28;25.4166666667;55.4666666667
alhamriyaport;N 25 28;E 055 30;25.4666666667;55.5
aljazirat;N 25 43;E 055 48;25.7166666667;55.8
arruways;N 24 09;E 052 43;24.15;52.7166666667
burjalarabmarina;N 25 09;E 055 11;25.15;55.1833333333
dasisland;N 25 08;E 052 54;25.1333333333;52.9
dubai;N 25 19;E 055 19;25.3166666667;55.3166666667
fujairah;N 25 11;E 056 22;25.1833333333;56.3666666667
jebelali;N 25 01;E 055 01;25.0166666667;55.0166666667
khalifa;N 24 47;E 054 41;24.7833333333;54.6833333333
khorfakkan;N 25 21;E 056 22;25.35;56.3666666667
minasaqr;N 25 59;E 056 03;25.9833333333;56.05
rakmaritimecity;N 25 57;E 056 03;25.95;56.05
rasalkhaimah;N 25 48;E 055 57;25.8;55.95
sharjah;N 25 28;E 055 30;25.4666666667;55.5
sirbaniyas;N 24 17;E 052 37;24.2833333333;52.6166666667
ABERDEEN;N 57 09;W 002 05;57.15;-2.08333333333
avonmouth;N 51 30;W 002 43;51.5;-2.71666666667
bangor;N 54 40;W 005 40;54.6666666667;-5.66666666667
barrowinfurness;N 54 06;W 003 13;54.1;-3.21666666667
barry;N 51 24;W 003 16;51.4;-3.26666666667
belfast;N 54 37;W 005 53;54.6166666667;-5.88333333333
berwickupontweed;N 55 46;W 002 01;55.7666666667;-2.01666666667
birkenhead;N 53 24;W 003 02;53.4;-3.03333333333
blyth;N 55 08;W 001 31;55.1333333333;-1.51666666667
bphambleterm;N 50 51;W 001 20;50.85;-1.33333333333
brightlingsea;N 51 48;E 001 01;51.8;1.01666666667
bristoluk;N 51 30;W 002 42;51.5;-2.7
brixham;N 50 24;W 003 31;50.4;-3.51666666667
bromborough;N 53 21;W 002 59;53.35;-2.98333333333
burntisland;N 56 03;W 003 14;56.05;-3.23333333333
cairnryan;N 54 58;W 005 01;54.9666666667;-5.01666666667
cardiff;N 51 28;W 003 10;51.4666666667;-3.16666666667
CHATHAM;N 51 24;E 000 32;51.4;0.533333333333
cliffe;N 51 28;E 000 27;51.4666666667;0.45
CORYTON;N 51 31;E 000 30;51.5166666667;0.5
cowes;N 50 45;W 001 17;50.75;-1.28333333333
dagenham;N 51 31;E 000 07;51.5166666667;0.116666666667
denton;N 50 47;E 000 03;50.7833333333;0.05
dover;N 51 07;E 001 20;51.1166666667;1.33333333333
dundee;N 56 28;W 002 57;56.4666666667;-2.95
eastham;N 53 19;W 002 57;53.3166666667;-2.95
edinburgh;N 55 59;W 003 11;55.9833333333;-3.18333333333
ellesmere;N 53 18;W 002 53;53.3;-2.88333333333
erith;N 51 29;E 000 11;51.4833333333;0.183333333333
fairlie;N 55 46;W 004 52;55.7666666667;-4.86666666667
falmouth;N 50 09;W 005 04;50.15;-5.06666666667
faslane;N 56 04;W 004 49;56.0666666667;-4.81666666667
fawley;N 50 50;W 001 20;50.8333333333;-1.33333333333
felixstowe;N 51 57;E 001 18;51.95;1.3
finnartoilterm;N 56 07;W 004 50;56.1166666667;-4.83333333333
flotta;N 58 50;W 003 08;58.8333333333;-3.13333333333
fraserburgh%20harbour;N 57 42;W 001 60;57.7;-2.0
garston;N 53 21;W 002 54;53.35;-2.9
GIBRALTAR;N 36 08;W 005 22;36.1333333333;-5.36666666667
glasgow;N 55 53;W 004 21;55.8833333333;-4.35
goole;N 53 42;W 000 53;53.7;-0.883333333333
grangemouth;N 56 02;W 003 43;56.0333333333;-3.71666666667
GRAVESEND;N 51 27;E 000 23;51.45;0.383333333333
greatyarmouth;N 52 35;E 001 45;52.5833333333;1.75
greenock;N 55 57;W 004 44;55.95;-4.73333333333
grimsby;N 53 34;W 000 04;53.5666666667;-0.0666666666667
gunness;N 53 36;W 000 43;53.6;-0.716666666667
hartlepool;N 54 42;W 001 12;54.7;-1.2
harwich;N 51 57;E 001 16;51.95;1.26666666667
heysham;N 54 02;W 002 55;54.0333333333;-2.91666666667
holyhead;N 53 20;W 004 37;53.3333333333;-4.61666666667
houndpoint;N 56 02;W 003 19;56.0333333333;-3.31666666667
hughtown;N 49 55;W 006 19;49.9166666667;-6.31666666667
humber;N 53 42;W 000 22;53.7;-0.366666666667
immingham;N 53 39;W 000 12;53.65;-0.2
ipswich;N 52 02;E 001 09;52.0333333333;1.15
Jerseyuk;N 49 11;W 002 07;49.1833333333;-2.11666666667
kingstonuponhull;N 53 44;W 000 17;53.7333333333;-0.283333333333
kirkwall;N 58 59;W 002 58;58.9833333333;-2.96666666667
larne;N 54 51;W 005 48;54.85;-5.8
leighton;N 53 44;W 000 51;53.7333333333;-0.85
lerwick;N 60 10;W 001 09;60.1666666667;-1.15
liverpool;N 53 26;W 003 00;53.4333333333;-3.0
LONDON;N 51 30;W 000 03;51.5;-0.05
londonderry;N 55 05;W 007 07;55.0833333333;-7.11666666667
lowestoft;N 52 28;E 001 44;52.4666666667;1.73333333333
lymington;N 50 45;W 001 32;50.75;-1.53333333333
milfordhaven;N 51 42;W 005 01;51.7;-5.01666666667
mistley;N 51 57;E 001 05;51.95;1.08333333333
mossbank;N 60 28;W 001 12;60.4666666667;-1.2
mostyn;N 53 19;W 003 16;53.3166666667;-3.26666666667
newportuk;N 51 33;W 002 59;51.55;-2.98333333333
NORTHFLEET;N 51 27;E 000 20;51.45;0.333333333333
oban;N 56 25;W 005 29;56.4166666667;-5.48333333333
penzance;N 50 07;W 005 32;50.1166666667;-5.53333333333
plymouth;N 50 23;W 004 09;50.3833333333;-4.15
poole;N 50 43;W 001 59;50.7166666667;-1.98333333333
portlanduk;N 50 34;W 002 26;50.5666666667;-2.43333333333
portsmouth;N 50 49;W 001 07;50.8166666667;-1.11666666667
porttalbot;N 51 35;W 003 48;51.5833333333;-3.8
PURFLEET;N 51 28;E 000 16;51.4666666667;0.266666666667
ramsgate;N 51 20;E 001 25;51.3333333333;1.41666666667
rosyth;N 56 01;W 003 27;56.0166666667;-3.45
runcorn;N 53 20;W 002 45;53.3333333333;-2.75
scapaflow;N 58 53;W 003 05;58.8833333333;-3.08333333333
scarboroughuk;N 54 17;W 000 23;54.2833333333;-0.383333333333
sharpness;N 51 43;W 002 29;51.7166666667;-2.48333333333
SHEERNESS;N 51 27;E 000 44;51.45;0.733333333333
shoreham;N 50 50;W 000 14;50.8333333333;-0.233333333333
southampton;N 50 54;W 001 25;50.9;-1.41666666667
southshields;N 54 60;W 001 26;55.0;-1.43333333333
southstifford;N 51 28;E 000 18;51.4666666667;0.3
stanlow;N 53 17;W 002 51;53.2833333333;-2.85
stpeterport;N 49 27;W 002 32;49.45;-2.53333333333
stromness;N 58 58;W 003 18;58.9666666667;-3.3
sullomvoe;N 60 27;W 001 17;60.45;-1.28333333333
sunderland;N 54 55;W 001 23;54.9166666667;-1.38333333333
swansea;N 51 37;W 003 55;51.6166666667;-3.91666666667
symbister;N 60 21;W 001 02;60.35;-1.03333333333
teesport;N 54 37;W 001 11;54.6166666667;-1.18333333333
THAMESPORT;N 51 26;E 000 41;51.4333333333;0.683333333333
TILBURY;N 51 28;E 000 22;51.4666666667;0.366666666667
tyne;N 54 59;W 001 32;54.9833333333;-1.53333333333
ulsta;N 60 30;W 001 09;60.5;-1.15
weymouth;N 50 36;W 002 27;50.6;-2.45
yarmouth;N 50 42;W 001 30;50.7;-1.5
albany;N 42 36;W 073 45;42.6;-73.75
alexandriala;N 31 20;W 092 29;31.3333333333;-92.4833333333
anacortes;N 48 30;W 122 37;48.5;-122.616666667
anchorage;N 61 14;W 149 54;61.2333333333;-149.9
annapolis;N 38 59;W 076 29;38.9833333333;-76.4833333333
astoria;N 46 12;W 123 49;46.2;-123.816666667
baltimore;N 39 13;W 076 33;39.2166666667;-76.55
batonrouge;N 30 26;W 091 11;30.4333333333;-91.1833333333
beaumont;N 30 04;W 094 04;30.0666666667;-94.0666666667
bellingham;N 48 44;W 122 30;48.7333333333;-122.5
bigbend;N 27 48;W 082 24;27.8;-82.4
boston;N 42 21;W 071 01;42.35;-71.0166666667
breakwater;N 38 47;W 075 07;38.7833333333;-75.1166666667
bremerton;N 47 33;W 122 39;47.55;-122.65
bridgeportct;N 41 10;W 073 10;41.1666666667;-73.1666666667
bristolus;N 41 40;W 071 17;41.6666666667;-71.2833333333
brownsville;N 26 00;W 097 18;26.0;-97.3
brunswick;N 31 06;W 081 27;31.1;-81.45
cairoilusa;N 37 01;W 089 10;37.0166666667;-89.1666666667
cameron;N 29 48;W 093 20;29.8;-93.3333333333
capegirardeau;N 37 17;W 089 30;37.2833333333;-89.5
channahonil;N 41 25;W 088 12;41.4166666667;-88.2
charleston;N 32 49;W 079 53;32.8166666667;-79.8833333333
charlestonoregon;N 43 21;W 124 19;43.35;-124.316666667
cheboygan;N 45 39;W 084 28;45.65;-84.4666666667
chicago;N 41 45;W 087 37;41.75;-87.6166666667
cincinnati;N 39 07;W 084 34;39.1166666667;-84.5666666667
clarksvilletn;N 36 31;W 087 22;36.5166666667;-87.3666666667
clatskanieor;N 46 11;W 123 11;46.1833333333;-123.183333333
cleveland;N 41 30;W 081 41;41.5;-81.6833333333
coeymans;N 42 29;W 073 47;42.4833333333;-73.7833333333
coosbay;N 43 23;W 124 12;43.3833333333;-124.2
corpuschristi;N 27 45;W 097 17;27.75;-97.2833333333
decatural;N 34 38;W 087 01;34.6333333333;-87.0166666667
detroit;N 42 13;W 083 03;42.2166666667;-83.05
duluth;N 46 44;W 092 06;46.7333333333;-92.1
dutchharbor;N 53 53;W 166 32;53.8833333333;-166.533333333
evansvillein;N 37 58;W 087 35;37.9666666667;-87.5833333333
everettwa;N 47 59;W 122 13;47.9833333333;-122.216666667
fallriverr;N 41 42;W 071 11;41.7;-71.1833333333
ferndale;N 48 51;W 122 44;48.85;-122.733333333
fortlauderdale;N 26 05;W 080 08;26.0833333333;-80.1333333333
freeport;N 28 56;W 095 20;28.9333333333;-95.3333333333
fridayharbour;N 48 32;W 123 00;48.5333333333;-123.0
galveston;N 29 19;W 094 48;29.3166666667;-94.8
gloucester;N 42 37;W 070 39;42.6166666667;-70.65
goldenmeadow;N 29 23;W 090 16;29.3833333333;-90.2666666667
greenville%20(mississippi,%20US);N 33 24;W 091 08;33.4;-91.1333333333
groton;N 41 21;W 072 05;41.35;-72.0833333333
gulfport;N 30 21;W 089 05;30.35;-89.0833333333
hilo;N 19 44;W 155 04;19.7333333333;-155.066666667
honolulu;N 21 19;W 157 54;21.3166666667;-157.9
houma;N 29 34;W 090 42;29.5666666667;-90.7
houston;N 29 38;W 095 04;29.6333333333;-95.0666666667
huntsvilleal;N 34 34;W 086 33;34.5666666667;-86.55
iberia;N 29 56;W 091 50;29.9333333333;-91.8333333333
intracoastalcity;N 29 47;W 092 09;29.7833333333;-92.15
jacksonville;N 30 24;W 081 28;30.4;-81.4666666667
jamestown;N 41 30;W 071 22;41.5;-71.3666666667
kahului;N 21 19;W 158 07;21.3166666667;-158.116666667
kalama;N 46 02;W 122 52;46.0333333333;-122.866666667
keywest;N 24 33;W 081 46;24.55;-81.7666666667
krotzsprings;N 30 32;W 091 44;30.5333333333;-91.7333333333
lakecharles;N 30 07;W 093 17;30.1166666667;-93.2833333333
larose;N 29 34;W 090 23;29.5666666667;-90.3833333333
lemont;N 41 40;W 088 01;41.6666666667;-88.0166666667
lewes;N 38 47;W 075 10;38.7833333333;-75.1666666667
little%20rock;N 34 45;W 092 15;34.75;-92.25
longview;N 46 07;W 122 58;46.1166666667;-122.966666667
losangeles;N 33 45;W 118 12;33.75;-118.2
louisville;N 38 15;W 085 46;38.25;-85.7666666667
manatee;N 27 38;W 082 34;27.6333333333;-82.5666666667
matagorda;N 28 39;W 096 03;28.65;-96.05
memphis;N 35 06;W 090 08;35.1;-90.1333333333
miami;N 25 46;W 080 12;25.7666666667;-80.2
milwaukee;N 43 01;W 087 54;43.0166666667;-87.9
usmob;N 30 38;W 088 01;30.6333333333;-88.0166666667
moreheadcity;N 34 43;W 076 42;34.7166666667;-76.7
morgancity;N 29 40;W 091 10;29.6666666667;-91.1666666667
nashvilletn;N 36 14;W 086 45;36.2333333333;-86.75
natchez;N 31 35;W 091 25;31.5833333333;-91.4166666667
newbedford;N 41 38;W 070 55;41.6333333333;-70.9166666667
newburgh;N 41 29;W 074 00;41.4833333333;-74.0
newhaven;N 41 17;W 072 54;41.2833333333;-72.9
newlondon;N 41 21;W 072 06;41.35;-72.1
neworleans;N 29 47;W 089 56;29.7833333333;-89.9333333333
newportbeach;N 33 36;W 117 54;33.6;-117.9
newportoregon;N 44 38;W 124 03;44.6333333333;-124.05
newportus;N 41 29;W 071 20;41.4833333333;-71.3333333333
newyork;N 40 40;W 074 05;40.6666666667;-74.0833333333
nikiski;N 60 42;W 151 21;60.7;-151.35
norfolk;N 36 54;W 076 13;36.9;-76.2166666667
oakland;N 37 48;W 122 17;37.8;-122.283333333
olympia;N 47 03;W 122 55;47.05;-122.916666667
orangetx;N 30 05;W 093 44;30.0833333333;-93.7333333333
paducah;N 37 05;W 088 35;37.0833333333;-88.5833333333
palmbeach;N 26 48;W 080 04;26.8;-80.0666666667
panamacity;N 30 09;W 085 42;30.15;-85.7
pascagoula;N 30 21;W 088 32;30.35;-88.5333333333
pearlharbour;N 21 21;W 157 58;21.35;-157.966666667
pensacola;N 30 22;W 087 09;30.3666666667;-87.15
philadelphia;N 39 48;W 075 19;39.8;-75.3166666667
pittsburgh;N 40 26;W 080 00;40.4333333333;-80.0
pointcomfort;N 28 39;W 096 34;28.65;-96.5666666667
portangeles;N 48 08;W 123 26;48.1333333333;-123.433333333
portarthur;N 29 51;W 093 55;29.85;-93.9166666667
portcanaveral;N 28 25;W 080 33;28.4166666667;-80.55
portfourchon;N 29 07;W 090 11;29.1166666667;-90.1833333333
hueneme;N 34 09;W 119 13;34.15;-119.216666667
porthuron;N 42 57;W 082 25;42.95;-82.4166666667
portisabel;N 26 04;W 097 12;26.0666666667;-97.2
portland;N 43 38;W 070 15;43.6333333333;-70.25
portlandoregon;N 45 35;W 122 42;45.5833333333;-122.7
portlavaca;N 28 37;W 096 37;28.6166666667;-96.6166666667
portnechestx;N 30 01;W 093 58;30.0166666667;-93.9666666667
portoconnor;N 28 24;W 096 29;28.4;-96.4833333333
portsmouthnh;N 43 06;W 070 46;43.1;-70.7666666667
providence;N 41 48;W 071 23;41.8;-71.3833333333
quincy;N 42 14;W 070 58;42.2333333333;-70.9666666667
redriverlanding;N 30 59;W 091 40;30.9833333333;-91.6666666667
roxanail;N 38 51;W 090 07;38.85;-90.1166666667
saintlouis;N 38 36;W 090 12;38.6;-90.2
sandiego;N 32 39;W 117 15;32.65;-117.25
sanfrancisco;N 37 48;W 122 24;37.8;-122.4
savannah;N 31 60;W 080 58;32.0;-80.9666666667
seattle;N 47 40;W 122 34;47.6666666667;-122.566666667
solomons;N 38 20;W 076 27;38.3333333333;-76.45
staugustine;N 29 54;W 081 18;29.9;-81.3
stockton;N 37 57;W 121 20;37.95;-121.333333333
st.%20petersburg%20(florida);N 27 46;W 082 38;27.7666666667;-82.6333333333
stthomas;N 18 20;W 064 56;18.3333333333;-64.9333333333
tacoma;N 47 16;W 122 24;47.2666666667;-122.4
tampa;N 27 56;W 082 26;27.9333333333;-82.4333333333
texascity;N 29 22;W 094 54;29.3666666667;-94.9
toledo;N 41 41;W 083 28;41.6833333333;-83.4666666667
valdez;N 61 06;W 146 24;61.1;-146.4
vancouverwa;N 45 39;W 122 41;45.65;-122.683333333
venicelouisiana;N 29 16;W 089 20;29.2666666667;-89.3333333333
vicksburg;N 32 19;W 090 55;32.3166666667;-90.9166666667
victoriatx;N 28 41;W 096 58;28.6833333333;-96.9666666667
westhaven;N 41 17;W 072 55;41.2833333333;-72.9166666667
wilmington;N 34 10;W 077 56;34.1666666667;-77.9333333333
yonkers;N 40 56;W 073 54;40.9333333333;-73.9
limetreebay;N 17 42;W 064 45;17.7;-64.75
montevideo;S 34 54;W 056 13;-34.9;-56.2166666667
altagracia;N 10 45;W 071 32;10.75;-71.5333333333
amuaybay;N 11 45;W 070 15;11.75;-70.25
cabimas;N 10 22;W 071 27;10.3666666667;-71.45
elpalito;N 10 29;W 068 07;10.4833333333;-68.1166666667
guiria;N 10 34;W 062 18;10.5666666667;-62.3
joseterminal;N 10 06;W 064 52;10.1;-64.8666666667
maracaibo;N 10 36;W 071 37;10.6;-71.6166666667
moron;N 10 30;W 068 09;10.5;-68.15
puertocabello;N 10 29;W 067 60;10.4833333333;-68.0
puertolacruz;N 10 14;W 064 39;10.2333333333;-64.65
puerto%20ordaz;N 08 20;W 062 45;8.33333333333;-62.75
puntacardon;N 11 37;W 070 14;11.6166666667;-70.2333333333
puntofijo;N 11 41;W 070 14;11.6833333333;-70.2333333333
danang;N 16 07;E 108 14;16.1166666667;108.233333333
haiphong;N 20 54;E 106 40;20.9;106.666666667
hochiminh;N 10 43;E 106 46;10.7166666667;106.766666667
phumy;N 10 35;E 107 01;10.5833333333;107.016666667
aden;N 12 49;E 044 56;12.8166666667;44.9333333333
hodeidah;N 14 50;E 042 56;14.8333333333;42.9333333333
